x,y
0.65,5.15
1.3333333333333333,3.7666666666666666
2.216666666666667,2.2
3.6333333333333333,0.2833333333333332
4.816666666666666,-0.8833333333333329
7.116666666666666,-1.4000000000000004
8.916666666666666,-0.4666666666666668
10.916666666666666,1.083333333333333
11.8,3.0999999999999996
11.816666666666666,4.083333333333334
11.533333333333333,2.533333333333333
10.916666666666666,2.0166666666666666
8.883333333333333,0.7000000000000002
6.966666666666667,-0.25
4.816666666666666,0.0
3.75,0.583333333333333
2.7,1.3499999999999996
1.4,3.033333333333333
0.45,4.433333333333334
2.2333333333333334,1.5
3.2,-0.06666666666666643
1.3166666666666667,1.9833333333333334
9.633333333333333,0.583333333333333
11.333333333333334,3.1333333333333337
5.433333333333334,-0.7166666666666668
8.066666666666666,0.31666666666666643
