x,y,label
0.8166666666666667,2.4333333333333336,0
1.8333333333333333,1.0666666666666664,0
2.7,0.016666666666666607,0
5.216666666666667,-1.5,0
3.0,0.7166666666666668,0
1.15,0.5333333333333332,0
2.783333333333333,-0.6833333333333336,0
2.1,2.2,0
1.1,3.6166666666666663,0
4.116666666666666,0.21666666666666679,0
3.783333333333333,-1.166666666666666,0
2.3833333333333333,0.6333333333333337,0
1.75,-0.5666666666666664,0
2.6166666666666667,4.7,1
4.266666666666667,2.7666666666666666,1
6.183333333333334,0.033333333333333215,1
7.733333333333333,0.33333333333333304,1
6.266666666666667,1.8833333333333337,1
4.883333333333334,3.666666666666667,1
3.783333333333333,5.266666666666667,1
2.55,6.083333333333333,1
4.316666666666666,3.8833333333333337,1
5.283333333333333,1.833333333333333,1
6.666666666666667,0.7833333333333332,1
7.783333333333333,-0.75,1
8.183333333333334,-1.6166666666666671,1
7.333333333333333,1.9500000000000002,1
6.35,3.333333333333333,1
5.25,4.883333333333333,1
6.983333333333333,4.0,1
5.033333333333333,2.6833333333333336,1
