x,y,label
1.9166666666666667,5.283333333333333,0
1.3,4.15,0
0.8,2.416666666666667,0
1.2666666666666666,1.0666666666666664,0
3.1,0.583333333333333,0
5.85,0.75,0
4.966666666666667,0.5166666666666666,0
3.45,0.18333333333333357,0
1.2666666666666666,0.40000000000000036,0
0.5166666666666667,1.6833333333333336,0
0.5166666666666667,3.666666666666667,0
1.35,4.933333333333334,0
2.3666666666666667,0.583333333333333,0
3.933333333333333,0.6166666666666663,0
6.766666666666667,0.916666666666667,0
5.3,0.31666666666666643,0
0.4166666666666667,4.683333333333334,0
1.1166666666666667,5.816666666666666,0
0.85,0.8666666666666663,0
7.1,0.583333333333333,0
1.4333333333333333,1.9500000000000002,0
1.5,3.1333333333333337,0
2.0833333333333335,1.1166666666666663,0
4.633333333333334,5.65,1
3.8666666666666667,4.25,1
3.8666666666666667,2.8499999999999996,1
5.566666666666666,3.033333333333333,1
7.616666666666666,3.0999999999999996,1
4.466666666666667,3.783333333333333,1
5.116666666666666,5.1,1
5.633333333333334,6.533333333333333,1
5.383333333333334,4.466666666666667,1
6.916666666666667,4.116666666666667,1
6.133333333333334,3.783333333333333,1
4.133333333333334,5.333333333333334,1
4.8,6.383333333333333,1
6.883333333333334,2.95,1
8.816666666666666,3.533333333333333,1
4.883333333333334,7.333333333333333,1
6.066666666666666,5.1,1
5.833333333333333,5.816666666666666,1
