x,y,label
0.75,-1.333333333333334,1
1.2,-1.0166666666666675,1
2.0166666666666666,-0.5166666666666675,1
2.7666666666666666,-0.31666666666666643,1
3.7333333333333334,0.34999999999999964,1
4.566666666666666,0.75,1
4.233333333333333,0.08333333333333304,1
3.2666666666666666,-0.8499999999999996,1
2.45,-1.4333333333333336,1
1.6333333333333333,-1.3166666666666664,1
2.45,-0.75,1
3.3666666666666667,-0.2833333333333332,1
2.7,0.36666666666666625,1
1.6,-0.36666666666666714,1
6.066666666666666,1.4500000000000002,2
6.4,2.2666666666666666,2
7.166666666666667,2.5166666666666666,2
8.633333333333333,3.3166666666666664,2
9.916666666666666,3.45,2
9.25,3.0,2
7.95,2.55,2
6.566666666666666,1.7833333333333332,2
7.8,2.0,2
8.866666666666667,2.333333333333333,2
10.15,2.8833333333333337,2
10.833333333333334,3.6500000000000004,2
10.866666666666667,4.216666666666667,2
9.783333333333333,3.9833333333333334,2
8.666666666666666,3.55,2
7.516666666666667,3.0666666666666664,2
8.85,2.9333333333333336,2
9.433333333333334,3.4000000000000004,2
8.3,2.3499999999999996,2
